Date,px_gld_open,px_gld_high,px_gld_low,px_gld_close,vol_gld,px_slv_open,px_slv_high,px_slv_low,px_slv_close,vol_slv,dxy,vix,tnx,px_xau_binance_open,px_xau_binance_high,px_xau_binance_low,px_xau_binance_close,px_xau_binance_volume,px_xau_binance_num_trades,px_xag_binance_open,px_xag_binance_high,px_xag_binance_low,px_xag_binance_close,px_xag_binance_volume,px_xag_binance_num_trades,funding_xau,funding_mark_xau,funding_xag,funding_mark_xag,oi_xau,oi_xag,ret_xau_binance,ret_xag_binance,ret_gld,ret_slv,ret_xau_binance_abs,ret_xau_binance_sq,ret_xag_binance_abs,ret_xag_binance_sq,ret_gld_abs,ret_gld_sq,ret_slv_abs,ret_slv_sq,vol_realized_10_ret_xau_binance,vol_realized_20_ret_xau_binance,vol_realized_10_ret_xag_binance,vol_realized_20_ret_xag_binance,vol_realized_10_ret_gld,vol_realized_20_ret_gld,vol_realized_10_ret_slv,vol_realized_20_ret_slv,vol_parkinson_gld,vol_parkinson_slv,vol_parkinson_xau_binance,vol_parkinson_xag_binance,vol_gk_gld,vol_gk_slv,vol_gk_xau_binance,vol_gk_xag_binance,corr_20_gld_xau,corr_20_slv_xag,beta_60_gld_on_xau,beta_60_slv_on_xag,vol_ratio_gld_xau,vol_ratio_slv_xag,abs_return_gap_gld_xau,abs_return_gap_slv_xag,post_event,event_window_7,event_window_14,log_vol_gld,log_vol_slv,amihud_gld,amihud_20_gld,amihud_slv,amihud_20_slv,funding_xau_change,funding_extreme_xau,oi_xau_change,funding_xag_change,funding_extreme_xag,oi_xag_change,dxy_ret,vix_ret,tnx_ret
2025-09-16,340.0899963378906,340.8800048828125,338.6199951171875,339.5899963378906,12161500.0,39.0,39.0099983215332,38.34000015258789,38.599998474121094,25319700.0,96.62999725341797,16.360000610351562,4.026000022888184,,,,,,,,,,,,,,,,,,,,,0.002004400599687095,-0.00413650677822508,,,,,0.002004400599687095,4.017621764025986e-06,0.00413650677822508,1.711068832630203e-05,,,,,0.006169081484056924,,0.008728669250658959,,,,,,,,,,,,,,,,,,0,0,0,16.31378578215782,17.047093306828824,1.6481524480426717e-10,,1.6337108173576622e-10,,,0,,,0,,-0.006909796968858295,0.041815828481424955,-0.001985086770962763
2025-09-17,338.5299987792969,341.239990234375,335.5199890136719,336.9700012207031,16535300.0,38.040000915527344,38.34000015258789,37.349998474121094,37.790000915527344,31045500.0,96.87000274658203,15.720000267028809,4.076000213623047,,,,,,,,,,,,,,,,,,,,,-0.007745087571334075,-0.02120769535213629,,,,,0.007745087571334075,5.998638148763356e-05,0.02120769535213629,0.00044976634214902324,,,,,0.007058282507129128,,0.011745919018962487,,,,,,,,,,,,,,,,,,0,0,0,16.621008047565766,17.25096442830452,4.683971607006873e-10,,6.831165660767677e-10,,,0,,,0,,0.002480678204053177,-0.0399055644945272,0.01234283486775678
2025-09-18,336.2200012207031,336.32000732421875,333.80999755859375,335.6199951171875,14913300.0,37.849998474121094,38.0,37.61000061035156,37.9900016784668,13289200.0,97.3499984741211,15.699999809265137,4.104000091552734,,,,,,,,,,,,,,,,,,,,,-0.004014356216470283,0.005278469793232432,,,,,0.004014356216470283,1.6115055832713606e-05,0.005278469793232432,2.7862243358067234e-05,,,,,0.0070131509372055,,0.010964228297804662,,,,,,,,,,,,,,,,,,0,0,0,16.517763990219308,16.40246223324178,2.6917960588671073e-10,,3.97199966381154e-10,,,0,,,0,,0.004942814352483893,-0.0012731037820805646,0.006845962406190065
2025-09-19,336.510009765625,339.2300109863281,336.30999755859375,339.17999267578125,14982600.0,38.2599983215332,39.119998931884766,38.189998626708984,39.040000915527344,36776300.0,97.63999938964844,15.449999809265137,4.138999938964844,,,,,,,,,,,,,,,,,,,,,0.010551365296973536,0.02726377361456045,,,,,0.010551365296973536,0.00011133130963017744,0.02726377361456045,0.0007433133517060025,,,,,0.0066004069036385464,,0.013407224881889121,,,,,,,,,,,,,,,,,,0,0,0,16.522400085745733,17.420364173928945,7.042412730082586e-10,,7.413408530646218e-10,,,0,,,0,,0.002974523129664064,-0.016051709207089093,0.008492067843602458
2025-09-22,342.75,345.07000732421875,341.8399963378906,345.04998779296875,12386400.0,39.5,40.04999923706055,39.34000015258789,40.040000915527344,32055400.0,97.33000183105469,16.100000381469727,4.14300012588501,,,,,,,,,,,,,,,,,,,,,0.017158380367683357,0.025292192316438644,,,,,0.017158380367683357,0.00029441001684210166,0.025292192316438644,0.0006396949921717179,,,,,0.007648935868530554,,0.014897612894207065,,,,,,,,,,,,,,,,,,0,0,0,16.332109654484764,17.282976213878126,1.3852596692891686e-09,,7.890150276221368e-10,,,0,,,0,,-0.0031799540224666245,0.04121030468573306,0.0009659954600114151
2025-09-23,348.2300109863281,348.75,345.32000732421875,346.4599914550781,18384000.0,40.310001373291016,40.36000061035156,39.790000915527344,39.959999084472656,28492600.0,97.26000213623047,16.639999389648438,4.119999885559082,,,,,,,,,,,,,,,,,,,,,0.004078048498239895,-0.0020000464430802722,,,,,0.004078048498239895,1.663047955399666e-05,0.0020000464430802722,4.000185774478049e-06,,,,,0.007421919092512818,,0.014257343485374014,,,,,,,,,,,,,,,,,,0,0,0,16.726991279070674,17.165154962401402,2.2182596269799253e-10,,7.019529432485179e-11,,,0,,,0,,-0.0007194583114911168,0.03299010302909133,-0.005567057895740524
2025-09-24,346.70001220703125,346.8299865722656,342.1400146484375,343.32000732421875,12709100.0,40.130001068115234,40.15999984741211,39.63999938964844,39.81999969482422,31533200.0,97.87000274658203,16.18000030517578,4.146999835968018,,,,,,,,,,,,,,,,,,,,,-0.009104369003754442,-0.0035096398970893006,,,,,0.009104369003754442,8.288953495652466e-05,0.0035096398970893006,1.2317572207240997e-05,,,,,0.008447186294382932,,0.01465878977608245,,,,,,,,,,,,,,,,,,0,0,0,16.35782883027294,17.266551517015248,7.163661473868679e-10,,1.1129983309937782e-10,,,0,,,0,,0.00625226856154093,-0.028033468221638103,0.006532006125358203
2025-09-25,344.3900146484375,345.8299865722656,342.4700012207031,344.75,12639600.0,40.459999084472656,41.060001373291016,40.119998931884766,41.029998779296875,36395800.0,98.55000305175781,16.739999771118164,4.171999931335449,,,,,,,,,,,,,,,,,,,,,0.004156538489887396,0.02993418573044826,,,,,0.004156538489887396,1.7276812217915394e-05,0.02993418573044826,0.0008960554753449722,,,,,0.008348069456513568,,0.01646865056384686,,,,,,,,,,,,,,,,,,0,0,0,16.352345300612633,17.40996394133427,3.288504770631504e-10,,8.22462639382793e-10,,,0,,,0,,0.006923969064020596,0.034025120896936656,0.006010378970229491
2025-09-26,345.8299865722656,348.25,345.30999755859375,346.739990234375,11698200.0,41.22999954223633,42.33000183105469,41.09000015258789,41.86000061035156,44578500.0,98.1500015258789,15.289999961853027,4.186999797821045,,,,,,,,,,,,,,,,,,,,,0.005755674720215431,0.02002725489601964,,,,,0.005755674720215431,3.3127791484926986e-05,0.02002725489601964,0.0004010909386701427,,,,,0.008384914407323883,,0.016794110011411276,,,,,,,,,,,,,,,,,,0,0,0,16.274945541778607,17.612762237980405,4.920137046909294e-10,,4.492581602346342e-10,,,0,,,0,,-0.00406712829645528,-0.09060203394250488,0.003588918069597602
2025-09-29,351.7900085449219,352.8299865722656,351.2799987792969,352.4599914550781,15719600.0,42.459999084472656,42.75,42.18000030517578,42.5,41290300.0,97.91000366210938,16.1200008392334,4.140999794006348,,,,,,,,,,,,,,,,,,,,,0.01636192499893241,0.015173344331735006,,,,,0.01636192499893241,0.0002677125896706893,0.015173344331735006,0.00023023037820939484,,,,,0.009127576254856011,,0.01690798208955498,,0.007149607164963406,0.0103996802644598,,,0.007598324323005414,0.010620539439489464,,,,,,,,,,,0,0,0,16.570418899348976,17.53613816351764,1.0408614086193294e-09,,3.67479633999632e-10,,,0,,,0,,-0.0024482095000752935,0.052861771694031834,-0.01104718393117432
2025-09-30,351.1300048828125,355.57000732421875,350.8699951171875,355.4700012207031,13312400.0,41.790000915527344,42.459999084472656,41.70000076293945,42.369998931884766,34884200.0,97.7699966430664,16.280000686645508,4.1479997634887695,,,,,,,,,,,,,,,,,,,,,0.008503744538253422,-0.0030635365011373317,,,,,0.008503744538253422,7.23136711718749e-05,0.0030635365011373317,9.385255893800763e-06,,,,,0.009207048051820668,0.007629907710049864,0.016817024321954453,0.013341107021137014,0.006981093651129468,0.010331678260485425,,,0.007464977497512233,0.010536124359382733,,,,,,,,,,,0,0,0,16.404206489668617,17.367544562600045,6.387837308264041e-10,5.240871654836222e-10,8.782017363555225e-11,4.0968876368787275e-10,,0,,,0,,-0.0014309795862192942,0.009876613611529805,0.0016889785306188898
2025-10-01,356.1700134277344,356.9700012207031,354.7900085449219,356.0299987792969,15573600.0,43.029998779296875,43.400001525878906,42.869998931884766,42.90999984741211,44341800.0,97.70999908447266,16.290000915527344,4.105999946594238,,,,,,,,,,,,,,,,,,,,,0.0015741326049987237,0.01266435601820115,,,,,0.0015741326049987237,2.4778934581200676e-06,0.01266435601820115,0.0001603859133557477,,,,,0.008243200451279275,0.007610406542753699,0.012952489912521683,0.013404209434876553,0.006940668048637554,0.010331483288109301,,,0.007414083596824425,0.01052877419985704,,,,,,,,,,,0,0,0,16.561087730957205,17.607438356727656,1.0107698958485666e-10,5.048557945412255e-10,2.85607621210712e-10,4.1462303691365085e-10,,0,,,0,,-0.0006138485961635354,0.0006140760641177856,-0.010176927759162124
2025-10-02,358.260009765625,358.6700134277344,351.3999938964844,354.7900085449219,16162100.0,43.56999969482422,43.59000015258789,41.65999984741211,42.529998779296875,58242300.0,97.8499984741211,16.6299991607666,4.0879998207092285,,,,,,,,,,,,,,,,,,,,,-0.0034889043060362113,-0.00889521488405931,,,,,0.0034889043060362113,1.2172453256678017e-05,0.00889521488405931,7.912484783359029e-05,,,,,0.00817720941126614,0.0075578347712416255,0.014534475885003078,0.013260434265309547,0.007410029315592591,0.011794899357326118,,,0.007905533904140224,0.012062132938827734,,,,,,,,,,,0,0,0,16.59817955310944,17.880122452831166,2.158694913430935e-10,4.96728321934744e-10,1.5272774056071465e-10,4.100618200971903e-10,,0,,,0,,0.0014317796616145628,0.020656763924054466,-0.004393496546398978
2025-10-03,357.1199951171875,358.1400146484375,355.79998779296875,357.6400146484375,14464000.0,43.33000183105469,43.95000076293945,43.04999923706055,43.52000045776367,47523500.0,97.72000122070312,16.649999618530273,4.11899995803833,,,,,,,,,,,,,,,,,,,,,0.008000845595952377,0.02301093250277786,,,,,0.008000845595952377,6.401353025027056e-05,0.02301093250277786,0.0005295030146473985,,,,,0.008042712341892902,0.007310910601780269,0.014069895814147653,0.013732803014513855,0.0073919776388662725,0.011903397158622367,,,0.007905390923021158,0.012216577669488807,,,,,,,,,,,0,0,0,16.487173361614094,17.676734883505052,5.531558072422827e-10,4.831240427086182e-10,4.842011321299538e-10,4.1942396605499744e-10,,0,,,0,,-0.0013294193666384402,0.0012019507755498537,0.0075545962230181285
